Sentences,Logic-words
"When surveyed about which party they would like to see in the legislature, 40 percent of respondents said Conservative, 20 percent said Moderate, and 40 percent said Liberal.","['when', 'and']"
"If the survey results are reliable, we can conclude that most citizens would like to see a legislature that is roughly 40 percent Conservative, 20 percent Moderate, and 40 percent Liberal.",['and']
"Although this discount will mean that the company is selling clothing at cost, the CEO hopes that this broadly advertised sale will attract repeat buyers to QuikFashion, who will return to buy clothing at full price after the month of sales.","['although', 'after']"
It turned out that the students who spent the most time studying did not earn grades as high as did many students who studied less.,['as']
"Nonetheless, the researchers concluded that the results of the observation supported the initial hypothesis.",['nonetheless']
This figure doesn' t even take into account the financial burden placed on the police and judicial system.,['and']
"Legalizing drugs would not only reduce the cost of law enforcement, but the drugs could also be taxed to generate revenue.","['but', 'also']"
"Bread made from whole,grain white wheat flour, newly available, provides nutrition comparable to whole wheat bread but tastes just like white bread.",['but']
"Once consumers try whole,grain white wheat bread, they will prefer eating it to eating white bread.",['once']
"Gallery owner: Because this painting appears in no catalog of van Gogh' s work, we cannot guarantee that he painted it.",['because']
"But consider: the subject is one he painted often, and experts agree that in his later paintings van Gogh invariably used just such broad brushstrokes and distinctive combinations of colors as we find here.","['but', 'as', 'and', 'later']"
