Sentences,Logic-words
"Mobiles do not yet have this capacity though, and there are issues about the ease of portability of mobile music. Mr McGuire said Apple was ensuring it kept a foot in the mobile music door with its recent deal with Motorola to produce a version of iTunes for Motorola phones.","['though', 'yet', 'and']"
"T,Mobile bets on pocket office  T,Mobile has launched its latest pocket office third,generation  device which also has built,in wi,fi , high,speed wireless net access.",['also']
"The device has a display that can be swivelled and angled so it can be used like a small computer, or as a conventional clamshell phone.","['as', 'and', 'so', 'or']"
"The Microsoft Mobile phone, with two cameras and a Qwerty keyboard, reflects the design of similar all,in,one models released this year, such as Motorolas MPx.","['as', 'and']"
"One in five European workers are already mobile , meaning they spend significant time travelling and out of the office",['and']
He added: What they need is their office when they are out of the office,['when']
"T,Mobile said it was seeing increasing take up for what it calls Office in a Pocket devices, with 100,000 MDAs sold in Europe already.",['as']
"In response to demand, T,Mobile also said it would be adding the latest phone,shaped Blackberry to its mobile range.",['also']
"It also announced it was installing high,speed wi,fi on certain train services, such as the UKs London to Brighton service, to provide commuters a fast net connection too.","['as', 'also']"
"He said this was something other similar in,train wi,fi services, such as that offered on GNER trains, did not offer yet.","['yet', 'as']"
"Mr Obermann added that the mobile industry in general was still growing, with many more opportunities for more services which would bear fruit for mobile companies in future.",['still']
Hotspot users gain free net calls  People using wireless net hotspots will soon be able to make free phone calls as well as surf the net.,"['as', 'as well']"
Wireless provider Broadreach and net telephony firm Skype are rolling out a service at 350 hotspots around the UK this week.,['and']
"Users will need a Skype account , downloadable for free , and they will then be able to make net calls via wi,fi without paying for net access.","['then', 'and']"
