,sentence1,sentence2,label
11212,the lion is not little or the mouse is not fierce.,"If it is little or the mouse is not fierce, then it will be not the lion.",1
11213,the lion is not little or the mouse is not fierce.,"If it is not little or the mouse is not fierce, then it will be the lion. ",0
11214,the lion is tiny or Alan is not clever.,"If it is not tiny, then it will be not the lion.",1
11215,the lion is tiny or Alan is not clever.,"If it is tiny, then it will be the lion. ",0
11216,the lion is not tiny or the dinosaur is kind.,"If it is tiny, then it will be not the lion.",1
11217,the lion is not tiny or the dinosaur is kind.,"If it is not tiny, then it will be the lion. ",0
11218,the lion is wealthy or Alan is not bad.,"If it is not wealthy, then it will be not the lion.",1
11219,the lion is wealthy or Alan is not bad.,"If it is the lion, then it will be not wealthy. ",0
11220,the lion is not wealthy or the bear is not beautiful.,"If it is wealthy, then it will be not the lion.",1
11221,the lion is not wealthy or the bear is not beautiful.,"If it is the lion, then it will be wealthy. ",0
11222,the lion is poor or Alan is not heavy.,"If it is not poor, then it will be not the lion.",1
11223,the lion is poor or Alan is not heavy.,"If it is poor, then it will be the lion. ",0
11224,the lion is not poor or the leopard is not clever.,"If it is poor, then it will be not the lion.",1
11225,the lion is not poor or the leopard is not clever.,"If it is the lion, then it will be poor. ",0
11226,the lion is dull or the rabbit is quiet.,"If it is not dull, then it will be not the lion.",1
11227,the lion is dull or the rabbit is quiet.,"If it is not the lion, then it will be dull. ",0
11228,the lion is not dull or Erin is reckless.,"If it is Erin, then it will be not the lion.",1
11229,the lion is not dull or Erin is reckless.,"If it is the lion, then it will be Erin. ",0
11230,the lion is rough or the mouse is high.,"If it is not rough or the mouse, then it will be not the lion.",1
11231,the lion is rough or the mouse is high.,"If it is rough or the mouse, then it will be the lion. ",0
11232,the lion is not rough or the dog is short.,"If it is rough, then it will be not the lion.",1
11233,the lion is not rough or the dog is short.,,0
11234,the lion is bad or the bald eagle is not horrible.,"If it is not bad, then it will be not the lion.",1
11235,the lion is bad or the bald eagle is not horrible.,"If it is bad, then it will be the lion. ",0
11236,the lion is not bad or the snake is not horrible.,"If it is bad, then it will be not the lion.",1
11237,the lion is not bad or the snake is not horrible.,"If it is not bad, then it will be the lion. ",0
11238,the lion is sad or Charlie is round.,"If it is not sad, then it will be not the lion.",1
11239,the lion is sad or Charlie is round.,"If it is the lion, then it will be not sad. ",0
11240,the lion is not sad or Gary is high.,"If it is sad or Gary is high, then it will be not the lion.",1
11241,the lion is not sad or Gary is high.,,0
11242,the wolf is kind or the tiger is not rough.,"If it is not kind, then it will be not the wolf.",1
11243,the wolf is kind or the tiger is not rough.,"If it is kind, then it will be the wolf. ",0
11244,the wolf is not kind or Charlie is not tiny.,"If it is kind or Charlie is not tiny, then it will be not the wolf.",1
11245,the wolf is not kind or Charlie is not tiny.,"If it is not the wolf, then it will be not kind or Charlie is not tiny. ",0
11246,the wolf is quiet or the dog is not powerful.,"If it is not quiet, then it will be not the wolf.",1
11247,the wolf is quiet or the dog is not powerful.,"If it is the wolf, then it will be not quiet. ",0
11248,the wolf is not quiet or Fiona is powerful.,"If it is quiet, then it will be not the wolf.",1
11249,the wolf is not quiet or Fiona is powerful.,"If it is not quiet, then it will be the wolf. ",0
11250,the wolf is round or Bob is not thin.,"If it is not round, then it will be not the wolf.",1
11251,the wolf is round or Bob is not thin.,"If it is round, then it will be the wolf. ",0
11252,the wolf is not round or the rabbit is huge.,"If it is round, then it will be not the wolf.",1
11253,the wolf is not round or the rabbit is huge.,"If it is not round, then it will be the wolf. ",0
11254,the wolf is nice or Erin is rough.,"If it is not nice, then it will be not the wolf.",1
11255,the wolf is nice or Erin is rough.,"If it is nice, then it will be the wolf. ",0
11256,the wolf is not nice or Anne is bad.,"If it is Anne, then it will be not the wolf.",1
11257,the wolf is not nice or Anne is bad.,"If it is not Anne, then it will be the wolf. ",0
11258,the wolf is smart or Erin is not sad.,"If it is not smart, then it will be not the wolf.",1
11259,the wolf is smart or Erin is not sad.,"If it is the wolf, then it will be not smart. ",0
11260,the wolf is not smart or the tiger is not lazy.,"If it is smart, then it will be not the wolf.",1
11261,the wolf is not smart or the tiger is not lazy.,"If it is not the wolf, then it will be not smart. ",0
11262,the wolf is clever or the cat is not heavy.,"If it is not clever, then it will be not the wolf.",1
11263,the wolf is clever or the cat is not heavy.,"If it is the wolf, then it will be not clever. ",0
11264,the wolf is not clever or Harry is clever.,"If it is clever, then it will be not the wolf.",1
11265,the wolf is not clever or Harry is clever.,"If it is the wolf, then it will be clever. ",0
11266,the wolf is dull or the bear is not small.,"If it is not dull, then it will be not the wolf.",1
11267,the wolf is dull or the bear is not small.,"If it is dull, then it will be the wolf. ",0
11268,the wolf is not dull or Anne is not smart.,"If it is dull, then it will be not the wolf.",1
11269,the wolf is not dull or Anne is not smart.,"If it is not dull, then it will be the wolf. ",0
11270,the wolf is rough or Fiona is not quiet.,"If it is not rough, then it will be not the wolf.",1
11271,the wolf is rough or Fiona is not quiet.,,0
11272,the wolf is not rough or the snake is not tiny.,"If it is rough, then it will be not the wolf.",1
11273,the wolf is not rough or the snake is not tiny.,"If it is not the wolf, then it will be not rough. ",0
11274,the wolf is lazy or Erin is round.,"If it is not lazy, then it will be not the wolf.",1
11275,the wolf is lazy or Erin is round.,"If it is not the wolf, then it will be lazy. ",0
11276,the wolf is not lazy or the snake is slow.,"If it is lazy, then it will be not the wolf.",1
11277,the wolf is not lazy or the snake is slow.,"If it is not lazy, then it will be the wolf. ",0
11278,the wolf is slow or the bald eagle is sad.,"If it is not slow, then it will be not the wolf.",1
11279,the wolf is slow or the bald eagle is sad.,,0
11280,the wolf is not slow or Erin is not wealthy.,"If it is slow, then it will be not the wolf.",1
11281,the wolf is not slow or Erin is not wealthy.,"If it is not the wolf, then it will be not slow. ",0
11282,the wolf is sleepy or Gary is not big.,"If it is not sleepy, then it will be not the wolf.",1
11283,the wolf is sleepy or Gary is not big.,"If it is not the wolf, then it will be sleepy. ",0
11284,the wolf is not sleepy or Erin is clever.,"If it is sleepy, then it will be not the wolf.",1
11285,the wolf is not sleepy or Erin is clever.,"If it is not sleepy, then it will be the wolf. ",0
11286,the wolf is boring or Fiona is not sleepy.,"If it is not boring, then it will be not the wolf.",1
11287,the wolf is boring or Fiona is not sleepy.,"If it is boring, then it will be the wolf. ",0
11288,the wolf is not boring or the tiger is not slow.,"If it is boring, then it will be not the wolf.",1
11289,the wolf is not boring or the tiger is not slow.,"If it is not the wolf, then it will be not boring. ",0
11290,the wolf is tired or the snake is nice.,"If it is not tired, then it will be not the wolf.",1
11291,the wolf is tired or the snake is nice.,"If it is the wolf, then it will be not tired. ",0
11292,the wolf is not tired or Gary is not strong.,"If it is tired, then it will be not the wolf.",1
11293,the wolf is not tired or Gary is not strong.,"If it is not the wolf, then it will be not tired. ",0
11294,the wolf is reckless or Dave is short.,"If it is not reckless, then it will be not the wolf.",1
11295,the wolf is reckless or Dave is short.,"If it is the wolf, then it will be not reckless. ",0
11296,the wolf is not reckless or Anne is wealthy.,"If it is reckless, then it will be not the wolf.",1
11297,the wolf is not reckless or Anne is wealthy.,,0
11298,the wolf is furry or the leopard is not small.,"If it is not furry, then it will be not the wolf.",1
11299,the wolf is furry or the leopard is not small.,"If it is the wolf, then it will be not furry. ",0
11300,the wolf is not furry or the leopard is thin.,"If it is furry, then it will be not the wolf.",1
11301,the wolf is not furry or the leopard is thin.,"If it is the wolf, then it will be furry. ",0
11302,the wolf is small or the lion is not tiny.,"If it is not small, then it will be not the wolf.",1
11303,the wolf is small or the lion is not tiny.,"If it is small, then it will be the wolf. ",0
11304,the wolf is not small or the bear is not sad.,"If it is small, then it will be not the wolf.",1
11305,the wolf is not small or the bear is not sad.,"If it is not the wolf, then it will be not small. ",0
11306,the wolf is cute or the bear is not furry.,"If it is not cute, then it will be not the wolf.",1
11307,the wolf is cute or the bear is not furry.,"If it is cute, then it will be the wolf. ",0
11308,the wolf is not cute or the squirrel is fierce.,"If it is cute, then it will be not the wolf.",1
11309,the wolf is not cute or the squirrel is fierce.,"If it is the wolf, then it will be cute. ",0
11310,the wolf is lovely or the leopard is not dull.,"If it is not lovely, then it will be not the wolf.",1
11311,the wolf is lovely or the leopard is not dull.,"If it is the wolf, then it will be not lovely. ",0
11312,the wolf is not lovely or the bear is not funny.,"If it is lovely, then it will be not the wolf.",1
