sentence1,sentence2,label
Bob is not poor and Gary is angry.,"Bob isn't poor, Gary isn't angry.",0
"If the lion is not small, then the bear is powerful.","If the lion is small, bears are powerful.",0
the bald eagle is not fierce and the cat is not quiet.,The cat was quiet and the bald eagle was not fierce.,1
"If the squirrel is not awful, then Bob is quiet.",The squirrels are awful or Bob is quiet.,1
"If the bear is not rough, then Harry is thin.","If Harry wasn't thin, the bear would have been rough.",1
the mouse is not poor and the tiger is boring.,"The mouse isn't poor, and the tiger isn't boring.",0
Bob is round and Alan is quiet.,Alan was quiet and Bob was round.,1
"If the bald eagle is bad, then the lion is not heavy.","Bald Eagles aren't bad rooted, or Lions heavy.",1
the cat is rough and the squirrel is poor.,The cat is rough and the squirrel isn't poor.,0
"If the snake is wealthy, then the snake is not tired.",''The snake's 'root' or 'traumatized'.,0
Bob is not boring and Erin is horrible.,"Bob isn't boring, Erin isn't horrible.",0
the crocodile is powerful or Charlie is thin.,Crocodiles are not powerful or thin.,0
Charlie is not cute and the dog is lazy.,Charlie isn't cute and the dog isn't lazy.,0
the snake is not tiny and Harry is not big.,Harry wasn't big and the snake wasn't tiny.,1
"If the cat is not poor, then the cat is powerful.","Without the power of the cat, the cat would be poor.",1
"If Fiona is kind, then the squirrel is heavy.",Fiona isn't kind if the squirrels aren't heavy.,1
"If the leopard is clever, then the leopard is tiny.",Whether the leopard is clever or tiny.,0
"If the wolf is wealthy, then the leopard is not kind.",The wolf is not wealthy unless the leopard is kind.,1
"If the bald eagle is rough, then Harry is reckless.","If Harry wasn't reckless, then a bald eagle wouldn't be rough.",1
"If Anne is powerful, then the snake is nice.","If Anne wasn't powerful, a snake would be nice.",0
"If Bob is not horrible, then the lion is sad.","If Bob was horrible, the Lion would have been sad.",0
"If the snake is not reckless, then the rabbit is rough.","If the snake was reckless, the bunny would be rough.",0
"If Anne is tired, then Anne is little.",Not because she's tired or because Anne's a little.,1
the dog is not smart or Harry is not short.,The dog is smart or Harry isn't short.,0
the cat is big. or the squirrel is not tiny,"If the cat isn't big, the squirrel isn't tiny.",1
Fiona is strong and Alan is not kind.,"Fiona is strong, Alan is kind.",0
the crocodile is not wealthy and Alan is awful.,"Crocodiles aren't wealthy, Alan isn't awful.",0
"If the bald eagle is quiet, then Bob is not sleepy.","If Bob was sleepy, the bald eagle wouldn't be quiet.",1
the dinosaur is not quiet or Harry is not slow.,"If the dinosaurs were quiet, Harry wouldn't be slow.",1
"If Erin is furry, then Alan is kind.",Alan would be kind if Erin wasn't furry.,0
"If the mouse is powerful, then the mouse is not tired.",Whether it's power or the mouse is tired.,0
"If the crocodile is boring, then the lion is not short.",Crocodiles bore or lions are short.,0
the tiger is awful or Fiona is not clever.,Tigers are awful or Fiona clever.,0
"If the mouse is not rough, then Harry is not furry.","The mouse is rough, if Harry isn't furry.",0
Dave is nice and the lion is horrible.,"The Lion is horrible, and Dave is nice.",1
Fiona is heavy and Harry is not reckless.,Harry wasn't reckless and Fiona was heavy.,1
the dinosaur is not clever or Alan is not nice.,Alan isn't nice if the dinosaurs are clever.,1
Anne is not short and the tiger is not dull.,"Anne isn't short, the tiger is dull.",0
the cat is rough and the bald eagle is not short.,"Bald Eagles aren't short, cats rough.",1
the mouse is slow. or the dog is not high,"If the mouse isn't slow, the dog won't be high.",1
Gary is not nice or Harry is not slow.,"If Gary was nice, Harry wouldn't be slow.",1
"If Gary is not beautiful, then the leopard is fierce.",Gary isn't beautiful or the leopard is fierce.,0
the mouse is not angry and Anne is not fierce.,"The mouse was not angry, Anne was fierce.",0
the crocodile is slow or Charlie is reckless.,Charlie would be reckless if the crocodiles weren't slow.,1
"If the bear is not boring, then Gary is not tired.",'Bear' is rooted in boredom or gloominess.,1
the bear is not round and the squirrel is quiet.,"The squirrels were quiet, and the bears were not round.",1
"If the crocodile is big, then Dave is tiny.",Dave would be tiny if a crocodile wasn't big.,0
the rabbit is tired and the crocodile is not little.,The bunny is tired and the crocodile is little.,0
the bear is strong and the wolf is not quiet.,The wolves were quiet and the bears strong.,1
the dinosaur is dull. or the dog is not beautiful,A dog isn't beautiful if the dinosaurs aren't dull.,1
Anne is short. or Bob is not cute,"If Anne wasn't short, Bob wouldn't have been cute.",1
Harry is wealthy and Bob is tired.,Harry is wealthy and Bob isn't tired.,0
"If Erin is horrible, then Bob is quiet.","If Erin wasn't horrible, Bob would have been quiet.",0
the tiger is kind or the rabbit is not furry.,"If the Tiger isn't kind, bunnies won't be furry.",1
Gary is lovely or Fiona is not cute.,Fiona isn't cute unless Gary is lovely.,1
the leopard is rough and Anne is not kind.,"The leopard is rough, Anne is kind.",0
"If the crocodile is horrible, then the rabbit is huge.","If the crocodile wasn't horrible, the bunny would have been huge.",0
the bear is not angry and the rabbit is cute.,"Bears aren't angry, rabbits aren't cute.",0
"If Charlie is wealthy, then the tiger is not wealthy.",Charlie isn't wealthy or the Tiger isn't wealthy.,1
"If Erin is not sleepy, then the rabbit is dull.",Erin is sleepy or the bunny dull.,1
"If Fiona is not little, then Charlie is nice.","If Fiona was little, Charlie would have been nice.",0
"If Fiona is cute, then the wolf is kind.",Fiona isn't cute or kind of a wolf.,1
"If the dinosaur is not powerful, then the squirrel is not boring.",dinosaur powerful or squirrel boring,0
Bob is horrible or the dog is tiny.,Bob is horrible or the dog isn't tiny.,0
Alan is strong or the squirrel is not rough.,Alan is strong or the squirrel is rough.,0
the cat is bad and the snake is kind.,The cat is bad and the snake isn't kind.,0
"If the bald eagle is slow, then the rabbit is sleepy.",Bald Eagle Slow or Sleepy Bunny,0
"If the squirrel is not reckless, then Anne is not sleepy.","If the squirrel was reckless, Anne wouldn't be sleepy.",0
the leopard is not round or the crocodile is not high.,Crocodiles aren't high if the leopard is round.,1
"If the leopard is not rough, then the lion is not nice.",The leopard isn't rough or the lion isn't nice.,0
the squirrel is not wealthy and the dinosaur is not awful.,"The dinosaurs aren't awful, and the squirrels aren't wealthy.",1
"If the leopard is not sleepy, then Anne is high.","The leopard isn't sleepy or high, Anne.",0
the snake is big. or the tiger is not lovely,Snakes are big or Tigers are lovely.,0
Erin is slow or the squirrel is not bad.,Erin is slow or the squirrel is bad.,0
"If Gary is not bad, then the tiger is not lazy.","If Gary is bad, the Tiger isn't lazy.",0
"If the crocodile is not rough, then the lion is thin.",Lions are thin when the crocodiles are rough.,0
"If the rabbit is not cute, then the rabbit is not wealthy.",Bunnies aren't wealthy or cute.,1
"If the snake is slow, then Erin is not high.",The snake was not slow or high Erin.,0
Gary is heavy or Harry is tiny.,Harry would be tiny if Gary wasn't heavy.,1
"If the wolf is not dull, then the bear is not kind.",The wolf isn't dull or bears aren't kind.,0
"If Bob is short, then the tiger is not thin.",Bob isn't short if the Tiger is thin.,1
the cat is powerful and the mouse is not beautiful.,"The cat is powerful, the mouse is beautiful.",0
"If Alan is not angry, then the leopard is not angry.","If Alan was angry, the leopard wouldn't be angry.",0
Gary is not rough or the bear is not big.,"If Gary is rough, the bear isn't big.",1
"If Harry is not powerful, then the bald eagle is quiet.",Harry isn't powerful or a quiet bald eagle.,0
"If Charlie is not smart, then Dave is tired.","If Charlie was smart, Dave would get tired.",0
"If the tiger is not horrible, then Alan is sad.",Tigers are horrible or Alan sad.,1
Erin is heavy or the dinosaur is awful.,Erin is heavy or the dinosaurs aren't awful.,0
the tiger is heavy or the tiger is sleepy.,"If the tigers weren't heavy, they'd be sleepy.",1
the dinosaur is not little or Harry is not quiet.,The dinosaurs were little or Harry wasn't quiet.,0
Charlie is fierce or the bald eagle is lazy.,Charlie is fierce or a lazy bald eagle.,0
the bald eagle is wealthy. or Alan is not awful,Alan isn't awful if the bald eagle isn't wealthy.,1
"If Bob is not boring, then the dinosaur is kind.",Bob isn't boring or the dinosaurs are kind.,0
"If the squirrel is little, then the wolf is not sleepy.",The squirrel is little or the wolf is sleepy.,0
"If Harry is not short, then the dinosaur is not clever.","Harry is short, if the dinosaurs are clever.",1
"If Anne is short, then the tiger is cute.",Anne is short or the Tiger is cute.,0
"If Charlie is not small, then the rabbit is wealthy.",Charlie is small or the bunny is wealthy.,1
"If Erin is lovely, then the leopard is not smart.",Erin isn't lovely or the leopard isn't smart.,1
the mouse is reckless or the crocodile is not dull.,The mouse is reckless or the crocodile dull.,0
the leopard is little and the wolf is powerful.,The leopard is little and the wolf is not powerful.,0
the cat is not reckless or the snake is not bad.,The snake isn't bad if the cat is reckless.,1
the dinosaur is furry. or the leopard is not big,dinosaurs are furry or leopards big.,0
"If the crocodile is strong, then the rabbit is not dull.",Crocodiles are not strong if bunnies are dull.,1
"If the rabbit is not quiet, then the bear is funny.",Bunnies aren't quiet or bears funny.,0
"If Fiona is nice, then the mouse is lazy.","If Fiona wasn't nice, the mouse would have been lazy.",0
"If the lion is not thin, then the bald eagle is beautiful.",The lion's roots are thin or the bald eagle's beautiful.,1
"If the squirrel is small, then Bob is rough.","If Bob wasn't rough, the squirrel wouldn't be small.",1
Charlie is dull and Fiona is awful.,Fiona is awful and Charlie dull.,1
Alan is sleepy and Harry is not rough.,"Harry wasn't rough, Alan was sleepy.",1
"If the dog is wealthy, then the snake is dull.",The dog isn't wealthy or the snake is dull.,1
the wolf is reckless or Dave is angry.,The Wolf is not reckless or angry with Dave.,0
the cat is not dull and the lion is furry.,The cat is dull and the lion is furry.,0
Harry is wealthy and Bob is tired.,Bob is tired and Harry is wealthy.,1
"If Bob is not sleepy, then the leopard is not thin.",Bob is sleepy or the leopard isn't thin.,1
the rabbit is heavy and the cat is not thin.,"The cat isn't thin, the rabbit is heavy.",1
"If Fiona is boring, then the leopard is not poor.",Fiona isn't boring or the leopard isn't poor.,1
"If the tiger is dull, then Fiona is not slow.",The Tiger isn't dull or Fiona isn't slow.,1
"If the lion is not nice, then the bald eagle is not short.",Lion nice or bald eagle short,1
"If Harry is dull, then the dog is not tired.",Harry isn't dull or the dog isn't tired.,1
"If Gary is not thin, then the tiger is kind.",Gary would be thin if the Tiger wasn't kind.,1
the crocodile is little and Erin is round.,Erin is round and the crocodile is little.,1
"If Erin is tiny, then Bob is not strong.",Erin isn't tiny or Bob is strong.,0
"If the bear is tiny, then Erin is dull.",The bear is tiny or Erin dull.,0
"If the mouse is clever, then the leopard is not boring.",The mouse isn't clever or the leopard isn't boring.,1
Harry is powerful and Fiona is bad.,"Harry is powerful, Fiona isn't bad.",0
"If the snake is not fierce, then Charlie is not bad.","If Charlie was bad, the snake would be fierce.",1
the squirrel is not high and Dave is quiet.,"The squirrels were not high, Dave was quiet.",0
the snake is not quiet or the tiger is not round.,Snakes quiet or tiger not round,0
the dinosaur is not strong and the lion is not quiet.,The dinosaurs were weak and the lions quiet.,0
the cat is boring and Alan is not angry.,The cats were bored and Alan was angry.,0
"If the squirrel is horrible, then Alan is not sad.","If Alan is sad, the squirrels aren't horrible.",1
"If Erin is not sleepy, then the rabbit is dull.",Erin isn't sleepy or the bunny is dull.,0
"If the dog is huge, then Bob is not rough.","If Bob was rough, the dog wouldn't be huge.",1
"If the dinosaur is not quiet, then Bob is big.",No dinosaurs were quiet or big Bob.,0
Erin is not dull and Anne is not short.,"Erin isn't dull, Anne is short.",0
"If Gary is nice, then Dave is not horrible.",Gary wasn't nice or Dave wasn't horrible.,1
"If the cat is not dull, then Gary is not round.",The cat is dull or Gary is round.,1
the dog is short or the squirrel is poor.,"If there is no dog shortage, the squirrel is poor.",1
