sentence1,sentence2,label
Dave is not rough or Gary is not reckless.,Gary would not be reckless if Dave were not rough.,1
"If the dinosaur is not bad, then the squirrel is not heavy.",No dinosaurs bad or squirrels heavy.,1
"If the dog is rough, then the rabbit is powerful.",The root is rough for a dog or powerful for a rabbit.,1
"If the bear is lovely, then Gary is kind.",The bear isn't lovely without Gary being kind.,1
Dave is heavy or Charlie is not horrible.,Charlie would not have been horrible if Dave had been heavy.,1
"If the snake is funny, then the bear is tired.",The snake isn't funny unless the bear is tired.,1
"If Alan is not thin, then the bald eagle is strong.","Bald Eagle Strong, Alan Not Thin",1
"If Erin is not tired, then the mouse is not poor.","If the mouse was poor, Erin would get tired.",0
"If Alan is not dull, then the squirrel is not reckless.","If Alan is dull, the squirrel is not reckless.",0
"If the rabbit is round, then the snake is tired.",Then the snake gets tired if the rabbit isn't round.,0
the mouse is dull or the leopard is small.,"If the mouse is dull, the leopard is small.",1
"If Alan is not rough, then the leopard is dull.",Alan isn't rough or dull as a leopard.,1
Fiona is strong and Harry is dull.,Fiona is weak and Harry dull.,0
Gary is not tiny or Charlie is not fierce.,Gary is not tiny or Charlie fierce.,0
"If the crocodile is rough, then Anne is not small.",Anne is not small or a rough crocodile.,1
"If Dave is tired, then Erin is not lovely.",-Dave is tired or Erin isn't lovely.,1
Anne is fierce or Erin is poor.,"If Anne was fierce, Erin would be poor.",1
Dave is not quiet and the lion is cute.,The lion is cute and Dave is not quiet.,1
"If Harry is not tired, then the dog is dull.","The dog is dull, Harry is not tired.",1
the dog is not small and Harry is not poor.,Harry is not poor and the dog is not small.,1
the dinosaur is thin or Charlie is heavy.,Charlie would be heavy if the dinosaur were thin.,1
the lion is not slow and Dave is not slow.,Dave is not slow and the lion is not slow.,1
"If the mouse is horrible, then Gary is slow.",The mouse is horrible or Gary slow.,1
Charlie is not powerful or the crocodile is not kind.,"If Charlie is not powerful, the crocodile is not kind.",1
Harry is smart or Fiona is not fierce.,Harry is smart or Fiona is fierce.,0
"If the snake is not nice, then Erin is wealthy.","If Erin is not wealthy, then a snake is nice.",0
"If the tiger is not furry, then the squirrel is rough.",Tigers are furry when squirrels aren't rough.,1
"If Anne is not round, then the rabbit is rough.","If Anne was round, the bunny would be rough.",0
"If the dog is kind, then the dinosaur is not tired.",Dogs are kind or dinosaurs aren't tired.,1
"If the bald eagle is not short, then Fiona is not boring.","If Fiona is bored, the bald eagle will be short.",1
Erin is not smart and Charlie is horrible.,Erin is not smart and Charlie isn't horrible.,0
Dave is angry or the snake is not quiet.,Dave was angry or the snake was quiet.,0
"If Fiona is not reckless, then the snake is not strong.","The snake is not strong, Fiona is reckless.",0
the tiger is not quiet or the snake is sad.,The tiger was not quiet or the snake sad.,0
the bald eagle is not boring or the tiger is not rough.,Bald Eagles are not boring or tiger rough.,0
"If the cat is reckless, then Anne is not small.","Anne is not small, the cat is reckless.",1
Anne is not big or Erin is kind.,Anne is not big or kind to Erin.,0
"If the lion is not sad, then Erin is furry.","If Erin wasn't furry, the lion would have been sad.",1
"If Anne is slow, then the squirrel is horrible.","If Anne wasn't slow, the squirrel would have been horrible.",0
"If the squirrel is not powerful, then the bald eagle is smart.","If the Bald Eagle was not smart, the squirrel would be powerful.",0
"If the crocodile is not quiet, then Alan is not slow.",Alan was not slow if the crocodile was quiet.,0
the tiger is rough and Gary is not round.,Gary is not round and the tiger is rough.,1
"If the tiger is not horrible, then Alan is little.",Alan would be a little if the tiger was horrible.,0
Charlie is not strong and the tiger is slow.,The tiger is slow and Charlie is not strong.,1
Erin is horrible or Fiona is not sad.,Erin was horrible or Fiona sad.,0
"If the crocodile is heavy, then the bear is nice.",Crocodiles aren't heavy unless the bear is nice.,1
"If the squirrel is tired, then the dog is not angry.",Whether it's squirrels tired or dogs not angry then.,1
the mouse is not sleepy and Harry is not rough.,The mouse was not sleepy and Harry was rough.,0
the bald eagle is powerful and the leopard is not clever.,The leopard is not clever and the bald eagle is powerful.,1
"If Harry is not heavy, then the mouse is not sad.","If Harry is heavy, the mouse is not sad.",0
"If the rabbit is boring, then Bob is not round.",Bob is not round unless the rabbit is bored.,0
Bob is not wealthy or Gary is dull.,Bob is not wealthy or Gary dull.,0
the mouse is angry.,The mouse was unangry.,0
the dog is not furry or Gary is smart.,If the dog is not furry Gary is smart.,1
"If the tiger is strong, then the bear is nice.",Tigers are strong or bears are nice.,1
Alan is dull and the lion is round.,Alan is dull and the lion is round.,0
"If the lion is huge, then the wolf is rough.",A wolf is rough if the lion isn't huge.,0
"If the leopard is not sad, then the dog is rough.","If the leopard is sad, the dog is rough.",0
Anne is powerful or Gary is not dull.,Anne is powerful or Gary dull.,0
"If the crocodile is not cute, then the wolf is not rough.",The wolf is not rough if the crocodile is cute.,0
the snake is not clever and Fiona is not round.,Fiona is not round and the snake is not clever.,1
"If the cat is furry, then the cat is bad.",Whether it's the furry roots or the bad ones.,1
"If the wolf is not kind, then the mouse is not dull.",The wolf is kind to the mouse that is dull.,1
the rabbit is beautiful and Anne is horrible.,Anne is horrible and the bunny is beautiful.,1
"If the wolf is not boring, then the tiger is not huge.","If the Tiger is huge, the Wolf will be bored.",1
the bear is angry or Gary is not fierce.,Bear Anger or Gary Being Fier,0
"If the squirrel is funny, then the leopard is clever.",The squirrel is funny or the leopard clever.,1
"If the tiger is not lovely, then the bear is rough.","If the tiger was a lovely thing, bear would be rough.",0
the crocodile is not big and the wolf is not rough.,The wolf is not rough and the crocodile is not big.,1
the bear is not heavy and the tiger is not dull.,The bear is not heavy and the tiger dull.,0
Gary is kind or the squirrel is not sad.,"If Gary were being kind, the squirrel would not be sad.",1
"If the cat is not boring, then the crocodile is not sad.",The cat isn't boring or the crocodile isn't sad.,1
"If Alan is not round, then the rabbit is angry.","If Alan was round, the bunny would be angry.",0
"If the lion is rough, then the snake is not lazy.",The snake is not lazy if the lion isn't rough.,0
Dave is not bad or Alan is boring.,Alan is not boring if Dave isn't bad.,1
the cat is not huge or the dog is angry.,The cat is not huge or the dog isn't angry.,0
the leopard is lazy or the snake is lazy.,The leopard is lazy or the snake isn't.,0
Alan is dull and the lion is round.,The lion is round and Alan dull.,1
the wolf is rough or Fiona is not quiet.,The wolf was rough or Fiona quiet.,0
the tiger is not little or the bald eagle is clever.,"If the tiger was not a little, the bald eagle would have been clever.",1
"If Charlie is lovely, then the dog is beautiful.",Charlie isn't lovely without a beautiful dog.,1
the crocodile is kind and the rabbit is not awful.,Bunnies are not awful and the crocodiles are kind.,1
"If the dinosaur is furry, then Dave is not sad.","The dinosaurs are furry or sad, or both.",1
"If Charlie is not beautiful, then the tiger is lazy.",The Tiger is lazy or Charlie is not beautiful.,1
"If the cat is not sad, then the snake is not heavy.","The snake is not heavy, nor is the cat sad.",1
"If the crocodile is sleepy, then the leopard is not rough.",The leopard is not rough unless the crocodile is sleepy.,0
the dinosaur is not tired and the cat is small.,The cat is small and the dinosaur is not tired.,1
the cat is powerful or Bob is kind.,"If the cat is powerful, Bob will be kind.",1
the bald eagle is not rough and the dog is not poor.,The Bald Eagle is not rough and the dog is poor.,0
"If the bald eagle is not kind, then Fiona is sad.","If Fiona isn't sad, the bald eagle is kind.",1
"If the tiger is not thin, then the bald eagle is rough.",Tigers are thin if the bald eagles aren't rough.,1
the wolf is not wealthy and Alan is high.,The wolf is not wealthy and Alan is not high.,0
the bald eagle is big and Erin is powerful.,Erin is powerful and the Bald Eagle is big.,1
"If Fiona is sad, then the dinosaur is round.","If Fiona wasn't sad, the dinosaur would be round.",0
"If the wolf is clever, then the bear is wealthy.","If the bear isn't wealthy, the wolf isn't clever.",1
Anne is not dull or the cat is not heavy.,"If Anne is not dull, the cat is not heavy.",1
"If the lion is round, then Fiona is not wealthy.",lion round or Fiona not wealthy.,1
"If the lion is tired, then the dog is sleepy.","If the lion isn't tired, the dog will be sleepy.",0
the lion is powerful and Fiona is dull.,"The Lion is not powerless, Fiona is dull.",1
the rabbit is dull or the lion is not poor.,"If the bunny is dull, the lion is not poor.",1
"If the tiger is not angry, then Dave is lovely.","If the tiger is angry, Dave is lovely.",0
the mouse is not awful and Charlie is not big.,Charlie is not big and the mouse is not awful.,1
"If the bald eagle is rough, then the squirrel is rough.","If the Bald Eagle wasn't rough, the squirrel would be rough.",0
"If Charlie is not little, then the cat is powerful.","If Charlie was little, the cat would be powerful.",0
"If the dinosaur is rough, then the snake is nice.",A snake is nice if the dinosaur isn't rough.,0
"If Gary is not awful, then Harry is high.",Gary wasn't awful or Harry high.,1
the squirrel is angry or the snake is not dull.,An angry squirrel or dull snake.,0
the bald eagle is short and the crocodile is not dull.,Bald Eagle Short and Crocodile dull,0
"If the lion is not quiet, then the rabbit is not furry.","If the bunny was furry, the lion would be quiet.",0
"If Gary is poor, then the lion is not beautiful.","If Gary wasn't poor, the lion wouldn't be beautiful.",0
Charlie is not wealthy or Charlie is tired.,Charlie is not wealthy or tired.,0
"If Anne is not tiny, then the wolf is reckless.","If Anne were tiny, the wolf would be reckless.",0
the leopard is slow and the bald eagle is not nice.,The leopard is slow and the bald eagle is nice.,0
the dog is angry and the mouse is powerful.,The mouse is powerful and the dog is angry.,1
"If Alan is not clever, then the cat is not bad.",If the cat was bad Alan would be clever.,1
"If Bob is not powerful, then the mouse is tiny.","If Bob was powerful, the mouse would be tiny.",0
"If Anne is tired, then the dinosaur is angry.",Anne would not get tired if the dinosaurs weren't angry then.,1
"If Erin is reckless, then the snake is not furry.","The snake is not furry, Erin is not reckless.",0
Erin is not small or the tiger is not awful.,Erin is not small or the tiger awful.,0
the dinosaur is not short and Bob is not furry.,Bob is not furry and the dinosaur is not short.,1
Fiona is smart or the bear is furry.,"If Fiona was smart, a bear would be furry.",1
"If the tiger is not high, then the bald eagle is not wealthy.","The Bald Eagle is not wealthy, the Tiger is high.",0
"If Harry is not small, then Dave is not rough.",Harry is small if Dave is rough.,1
the bear is beautiful and the cat is not poor.,The bear is beautiful and the cat poor.,0
Charlie is quiet and the rabbit is poor.,Charlie was quiet and the bunny wasn't poor.,0
Alan is beautiful and the lion is not tiny.,The lion is not tiny and Alan is beautiful.,1
the dinosaur is not dull and the dinosaur is big.,The dinosaur is not dull and big.,0
the snake is strong and Alan is not horrible.,Alan is not horrible and the snake is strong.,1
Anne is lovely or the squirrel is not nice.,"If Anne was lovely, then the squirrel would not be nice.",1
