Sentences,Logic-words
Dave is rough or Harry is not little.,or
Dave is not rough and Anne is not huge.,and
Dave is not rough or Anne is not huge.,or
Dave is lazy and Charlie is not powerful.,and
Dave is lazy or Charlie is not powerful.,or
Dave is not lazy and Fiona is funny.,and
Dave is not lazy or Fiona is funny.,or
Dave is slow and the bald eagle is not tired.,and
Dave is slow or the bald eagle is not tired.,or
Dave is not slow and Gary is rough.,and
Dave is not slow or Gary is rough.,or
Dave is sleepy and the dog is sad.,and
Dave is sleepy or the dog is sad.,or
Dave is not sleepy and the wolf is tired.,and
Dave is not sleepy or the wolf is tired.,or
Dave is boring and the cat is beautiful.,and
Dave is boring or the cat is beautiful.,or
Dave is not boring and Bob is not huge.,and
Dave is not boring or Bob is not huge.,or
Dave is tired and Charlie is not funny.,and
Dave is tired or Charlie is not funny.,or
Dave is not tired and Bob is tired.,and
Dave is not tired or Bob is tired.,or
Dave is reckless and the bald eagle is tired.,and
Dave is reckless or the bald eagle is tired.,or
Dave is not reckless and Gary is not dull.,and
Dave is not reckless or Gary is not dull.,or
Dave is furry and the crocodile is not dull.,and
Dave is furry or the crocodile is not dull.,or
Dave is not furry and the leopard is not poor.,and
Dave is not furry or the leopard is not poor.,or
Dave is small and the bald eagle is not funny.,and
Dave is small or the bald eagle is not funny.,or
Dave is not small and Anne is funny.,and
Dave is not small or Anne is funny.,or
Dave is cute and the leopard is small.,and
Dave is cute or the leopard is small.,or
Dave is not cute and the dinosaur is nice.,and
Dave is not cute or the dinosaur is nice.,or
Dave is lovely and Fiona is not thin.,and
Dave is lovely or Fiona is not thin.,or
Dave is not lovely and the mouse is strong.,and
Dave is not lovely or the mouse is strong.,or
Dave is beautiful and the snake is tiny.,and
Dave is beautiful or the snake is tiny.,or
Dave is not beautiful and the dog is boring.,and
Dave is not beautiful or the dog is boring.,or
Dave is funny and Anne is awful.,and
Dave is funny or Anne is awful.,or
Dave is not funny and Harry is angry.,and
Dave is not funny or Harry is angry.,or
Dave is big and the lion is angry.,and
Dave is big or the lion is angry.,or
Dave is not big and Erin is quiet.,and
Dave is not big or Erin is quiet.,or
Dave is strong and the bear is not quiet.,and
Dave is strong or the bear is not quiet.,or
Dave is not strong and the rabbit is furry.,and
Dave is not strong or the rabbit is furry.,or
Dave is awful and the bald eagle is not funny.,and
Dave is awful or the bald eagle is not funny.,or
Dave is not awful and Dave is cute.,and
Dave is not awful or Dave is cute.,or
Dave is fierce and the dog is sleepy.,and
Dave is fierce or the dog is sleepy.,or
Dave is not fierce and Dave is huge.,and
Dave is not fierce or Dave is huge.,or
Dave is heavy and Charlie is not horrible.,and
Dave is heavy or Charlie is not horrible.,or
Dave is not heavy and Bob is not nice.,and
Dave is not heavy or Bob is not nice.,or
Dave is horrible and the mouse is not horrible.,and
Dave is horrible or the mouse is not horrible.,or
Dave is not horrible and Gary is rough.,and
Dave is not horrible or Gary is rough.,or
Dave is powerful and the bear is not smart.,and
Dave is powerful or the bear is not smart.,or
Dave is not powerful and the crocodile is not lazy.,and
Dave is not powerful or the crocodile is not lazy.,or
Dave is angry and the snake is not quiet.,and
Dave is angry or the snake is not quiet.,or
Dave is not angry and Gary is not reckless.,and
Dave is not angry or Gary is not reckless.,or
Dave is high and Harry is not awful.,and
Dave is high or Harry is not awful.,or
Dave is not high and Fiona is not furry.,and
Dave is not high or Fiona is not furry.,or
Dave is huge and the tiger is wealthy.,and
Dave is huge or the tiger is wealthy.,or
Dave is not huge and the bald eagle is tired.,and
Dave is not huge or the bald eagle is tired.,or
Dave is short and the leopard is not lovely.,and
Dave is short or the leopard is not lovely.,or
Dave is not short and the bald eagle is dull.,and
Dave is not short or the bald eagle is dull.,or
Dave is thin and Anne is not tired.,and
Dave is thin or Anne is not tired.,or
Dave is not thin and the mouse is big.,and
Dave is not thin or the mouse is big.,or
Dave is little and the mouse is not funny.,and
Dave is little or the mouse is not funny.,or
Dave is not little and the snake is not powerful.,and
Dave is not little or the snake is not powerful.,or
Dave is tiny and Alan is thin.,and
Dave is tiny or Alan is thin.,or
Dave is not tiny and the bald eagle is not furry.,and
Dave is not tiny or the bald eagle is not furry.,or
Dave is wealthy and the crocodile is big.,and
Dave is wealthy or the crocodile is big.,or
Dave is not wealthy and the dog is not heavy.,and
Dave is not wealthy or the dog is not heavy.,or
Dave is poor and the mouse is not tiny.,and
Dave is poor or the mouse is not tiny.,or
Dave is not poor and the lion is thin.,and
Dave is not poor or the lion is thin.,or
Dave is dull and the cat is not awful.,and
Dave is dull or the cat is not awful.,or
Dave is not dull and Harry is thin.,and
Dave is not dull or Harry is thin.,or
Dave is rough and Harry is boring.,and
Dave is rough or Harry is boring.,or
Dave is not rough and Gary is not reckless.,and
Dave is not rough or Gary is not reckless.,or
Dave is bad and the crocodile is not slow.,and
Dave is bad or the crocodile is not slow.,or
Dave is not bad and Alan is boring.,and
Dave is not bad or Alan is boring.,or
Dave is sad and Harry is not heavy.,and
Dave is sad or Harry is not heavy.,or
Dave is not sad and the cat is not reckless.,and
Dave is not sad or the cat is not reckless.,or
Erin is kind and the rabbit is lazy.,and
Erin is kind or the rabbit is lazy.,or
Erin is not kind and Harry is awful.,and
Erin is not kind or Harry is awful.,or
Erin is quiet and Dave is not quiet.,and
Erin is quiet or Dave is not quiet.,or
Erin is not quiet and the wolf is angry.,and
Erin is not quiet or the wolf is angry.,or
Erin is round and Gary is round.,and
Erin is round or Gary is round.,or
Erin is not round and the crocodile is not dull.,and
Erin is not round or the crocodile is not dull.,or
Erin is nice and the wolf is lazy.,and
Erin is nice or the wolf is lazy.,or
Erin is not nice and Charlie is not boring.,and
Erin is not nice or Charlie is not boring.,or
Erin is smart and Gary is not strong.,and
Erin is smart or Gary is not strong.,or
Erin is not smart and Charlie is horrible.,and
Erin is not smart or Charlie is horrible.,or
Erin is clever and the bear is not short.,and
Erin is clever or the bear is not short.,or
Erin is not clever and Erin is awful.,and
Erin is not clever or Erin is awful.,or
Erin is dull and the leopard is not angry.,and
Erin is dull or the leopard is not angry.,or
Erin is not dull and Harry is powerful.,and
Erin is not dull or Harry is powerful.,or
Erin is rough and Gary is tired.,and
Erin is rough or Gary is tired.,or
Erin is not rough and the rabbit is not nice.,and
Erin is not rough or the rabbit is not nice.,or
Erin is lazy and the snake is not little.,and
Erin is lazy or the snake is not little.,or
Erin is not lazy and the dinosaur is dull.,and
Erin is not lazy or the dinosaur is dull.,or
Erin is slow and Gary is not horrible.,and
Erin is slow or Gary is not horrible.,or
Erin is not slow and the tiger is cute.,and
Erin is not slow or the tiger is cute.,or
Erin is sleepy and Gary is little.,and
Erin is sleepy or Gary is little.,or
Erin is not sleepy and Bob is not cute.,and
Erin is not sleepy or Bob is not cute.,or
Erin is boring and Harry is not little.,and
Erin is boring or Harry is not little.,or
Erin is not boring and the dog is bad.,and
Erin is not boring or the dog is bad.,or
Erin is tired and Fiona is not small.,and
Erin is tired or Fiona is not small.,or
Erin is not tired and Fiona is huge.,and
Erin is not tired or Fiona is huge.,or
Erin is reckless and Fiona is not strong.,and
Erin is reckless or Fiona is not strong.,or
Erin is not reckless and Charlie is not tired.,and
Erin is not reckless or Charlie is not tired.,or
Erin is furry and Charlie is not huge.,and
Erin is furry or Charlie is not huge.,or
Erin is not furry and the dog is not strong.,and
Erin is not furry or the dog is not strong.,or
Erin is small and Harry is not little.,and
Erin is small or Harry is not little.,or
Erin is not small and the tiger is not awful.,and
Erin is not small or the tiger is not awful.,or
Erin is cute and the tiger is heavy.,and
Erin is cute or the tiger is heavy.,or
Erin is not cute and the leopard is not beautiful.,and
Erin is not cute or the leopard is not beautiful.,or
Erin is lovely and the dinosaur is dull.,and
Erin is lovely or the dinosaur is dull.,or
Erin is not lovely and Charlie is slow.,and
Erin is not lovely or Charlie is slow.,or
Erin is beautiful and Dave is big.,and
Erin is beautiful or Dave is big.,or
Erin is not beautiful and the cat is dull.,and
Erin is not beautiful or the cat is dull.,or
Erin is funny and Fiona is not reckless.,and
Erin is funny or Fiona is not reckless.,or
Erin is not funny and the dinosaur is short.,and
Erin is not funny or the dinosaur is short.,or
Erin is big and Fiona is round.,and
Erin is big or Fiona is round.,or
Erin is not big and Charlie is not kind.,and
Erin is not big or Charlie is not kind.,or
Erin is strong and the mouse is not lovely.,and
Erin is strong or the mouse is not lovely.,or
Erin is not strong and Gary is not boring.,and
Erin is not strong or Gary is not boring.,or
Erin is awful and Bob is clever.,and
Erin is awful or Bob is clever.,or
Erin is not awful and the bald eagle is not dull.,and
Erin is not awful or the bald eagle is not dull.,or
Erin is fierce and Fiona is not beautiful.,and
Erin is fierce or Fiona is not beautiful.,or
Erin is not fierce and the tiger is clever.,and
Erin is not fierce or the tiger is clever.,or
Erin is heavy and the dog is fierce.,and
Erin is heavy or the dog is fierce.,or
Erin is not heavy and the wolf is tired.,and
Erin is not heavy or the wolf is tired.,or
Erin is horrible and Fiona is not sad.,and
Erin is horrible or Fiona is not sad.,or
Erin is not horrible and the dinosaur is not dull.,and
Erin is not horrible or the dinosaur is not dull.,or
Erin is powerful and the bear is not thin.,and
Erin is powerful or the bear is not thin.,or
Erin is not powerful and the dog is not quiet.,and
Erin is not powerful or the dog is not quiet.,or
Erin is angry and Gary is fierce.,and
Erin is angry or Gary is fierce.,or
Erin is not angry and the bear is not high.,and
Erin is not angry or the bear is not high.,or
Erin is high and the mouse is not nice.,and
Erin is high or the mouse is not nice.,or
Erin is not high and the bald eagle is not rough.,and
Erin is not high or the bald eagle is not rough.,or
Erin is huge and Dave is not clever.,and
Erin is huge or Dave is not clever.,or
Erin is not huge and the cat is not nice.,and
Erin is not huge or the cat is not nice.,or
Erin is short and Charlie is heavy.,and
Erin is short or Charlie is heavy.,or
Erin is not short and Erin is round.,and
Erin is not short or Erin is round.,or
Erin is thin and the crocodile is not short.,and
Erin is thin or the crocodile is not short.,or
Erin is not thin and the mouse is little.,and
Erin is not thin or the mouse is little.,or
Erin is little and Bob is fierce.,and
Erin is little or Bob is fierce.,or
Erin is not little and Erin is not lovely.,and
Erin is not little or Erin is not lovely.,or
Erin is tiny and the lion is not smart.,and
Erin is tiny or the lion is not smart.,or
Erin is not tiny and the squirrel is not huge.,and
Erin is not tiny or the squirrel is not huge.,or
Erin is wealthy and the mouse is not sleepy.,and
Erin is wealthy or the mouse is not sleepy.,or
Erin is not wealthy and the wolf is lovely.,and
Erin is not wealthy or the wolf is lovely.,or
Erin is poor and the cat is sad.,and
Erin is poor or the cat is sad.,or
Erin is not poor and the dog is wealthy.,and
Erin is not poor or the dog is wealthy.,or
Erin is dull and Fiona is not cute.,and
Erin is dull or Fiona is not cute.,or
Erin is not dull and the crocodile is high.,and
Erin is not dull or the crocodile is high.,or
Erin is rough and the cat is not funny.,and
Erin is rough or the cat is not funny.,or
Erin is not rough and the wolf is not short.,and
Erin is not rough or the wolf is not short.,or
Erin is bad and Erin is not dull.,and
Erin is bad or Erin is not dull.,or
Erin is not bad and Dave is angry.,and
Erin is not bad or Dave is angry.,or
Erin is sad and the crocodile is round.,and
Erin is sad or the crocodile is round.,or
Erin is not sad and the bear is small.,and
Erin is not sad or the bear is small.,or
Harry is kind and the rabbit is rough.,and
Harry is kind or the rabbit is rough.,or
Harry is not kind and Alan is not tiny.,and
Harry is not kind or Alan is not tiny.,or
Harry is quiet and Dave is funny.,and
Harry is quiet or Dave is funny.,or
Harry is not quiet and the cat is awful.,and
Harry is not quiet or the cat is awful.,or
Harry is round and Anne is tiny.,and
Harry is round or Anne is tiny.,or
Harry is not round and the dinosaur is not angry.,and
