,Original_Sentence,Parsed_Sentence,LReasoner_generated
9954,the bald eagle is not reckless and Charlie is heavy.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ heavy)))) (. .)),"If it is reckless, then it will be not the bald eagle."
9955,"If the leopard is not beautiful, then the squirrel is not huge.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))","If it is beautiful, then it will be not the leopard."
9956,"If the tiger is not thin, then the bald eagle is rough.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is thin, then it will be not the tiger."
9957,Alan is short or the rabbit is not round.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ short)))) (CC or) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .)),"If it is not short, then it will be not Alan."
9958,"If the wolf is not lazy, then Gary is quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))","If it is lazy, then it will be not the wolf."
9959,"If Fiona is not dull, then the snake is not awful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))","If it is dull, then it will be not Fiona."
9960,the dog is not quiet or the leopard is sad.,(S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (CC or) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ sad))) (. .)),"If it is quiet, then it will be not the dog."
9961,Dave is lovely and Fiona is not thin.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ thin)))) (. .)),"If it is not lovely, then it will be not Dave."
9962,"If Dave is not strong, then Harry is poor.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ poor))) (. .))","If it is strong, then it will be not Dave."
9963,"If Gary is dull, then Erin is not little.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))","If it is not dull, then it will be not Gary."
9964,"If Harry is big, then the bear is not clever.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is not big, then it will be not Harry."
9965,Fiona is not kind and Harry is funny.,(S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ funny)))) (. .)),"If it is kind, then it will be not Fiona."
9966,Bob is angry and Charlie is not little.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ angry)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (NP (JJ little)))) (. .)),"If it is not angry, then it will be not Bob."
9967,"If the wolf is wealthy, then the lion is not bad.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))","If it is not wealthy, then it will be not the wolf."
9968,the dinosaur is not huge and the leopard is not wealthy.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge))))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (. .)),"If it is huge, then it will be not the dinosaur."
9969,"If the cat is powerful, then the cat is lovely.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))","If it is not powerful, then it will be not the cat."
9970,the cat is huge and the bald eagle is fierce.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is not huge, then it will be not the cat."
9971,"If the lion is big, then the cat is furry.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ furry))) (. .))","If it is not big, then it will be not the lion."
9972,the tiger is not tired or the dog is slow.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired))))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is tired, then it will be not the tiger."
9973,"If Charlie is not dull, then the crocodile is slow.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ slow))) (. .))","If it is dull, then it will be not Charlie."
9974,"If the bear is not small, then the mouse is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ small)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is small, then it will be not the bear."
9975,Charlie is not powerful and the crocodile is not kind.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful))))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is powerful, then it will be not Charlie."
9976,Alan is powerful or the cat is not thin.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ thin)))) (. .)),"If it is not powerful, then it will be not Alan."
9977,"If the bald eagle is not furry, then the dinosaur is fierce.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))","If it is furry, then it will be not the bald eagle."
9978,"If the squirrel is small, then Fiona is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is not small, then it will be not the squirrel."
9979,the dog is awful and Bob is powerful.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ awful)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is not awful, then it will be not the dog."
9980,"If Harry is nice, then Harry is not high.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))","If it is not nice, then it will be not Harry."
9981,the cat is not furry and the rabbit is not heavy.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is furry, then it will be not the cat."
9982,Fiona is slow and the wolf is wealthy.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ wealthy)))) (. .)),"If it is not slow, then it will be not Fiona."
9983,"If Gary is not huge, then Anne is not awful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (RB then) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))","If it is huge, then it will be not Gary."
9984,"If the dog is not smart, then the leopard is not small.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))","If it is smart, then it will be not the dog."
9985,Dave is not powerful or the crocodile is not lazy.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful))))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (. .)),"If it is powerful, then it will be not Dave."
9986,"If the lion is not horrible, then Erin is fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))","If it is horrible, then it will be not the lion."
9987,"If the rabbit is not kind, then the bear is not nice.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))","If it is kind, then it will be not the rabbit."
9988,"If the dog is fierce, then the dinosaur is not awful.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))","If it is not fierce, then it will be not the dog."
9989,"If the dinosaur is smart, then the tiger is not clever.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is not smart, then it will be not the dinosaur."
9990,the dinosaur is funny and the mouse is not boring.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .)),"If it is not funny, then it will be not the dinosaur."
9991,Erin is not funny and the dinosaur is short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny))))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is funny, then it will be not Erin."
9992,"If the lion is high, then the cat is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is not high, then it will be not the lion."
9993,the dog is angry or the mouse is powerful.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ angry)))) (CC or) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is not angry, then it will be not the dog."
9994,"If the dog is boring, then the dog is fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))","If it is not boring, then it will be not the dog."
9995,Alan is sleepy or Dave is not dull.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is not sleepy, then it will be not Alan."
9996,Alan is awful and Dave is slow.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ awful)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is not awful, then it will be not Alan."
9997,Charlie is rough and Fiona is not big.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (NNP Fiona) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .)),"If it is not rough, then it will be not Charlie."
9998,"If the cat is fierce, then the bald eagle is bad.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is not fierce, then it will be not the cat."
9999,Harry is beautiful or Alan is sleepy.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (. .)),"If it is not beautiful, then it will be not Harry."
10000,Charlie is not tiny and Gary is beautiful.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is tiny, then it will be not Charlie."
10001,"If the dog is not lovely, then the crocodile is not sad.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is lovely, then it will be not the dog."
10002,Gary is not thin or the squirrel is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC or) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is thin, then it will be not Gary."
10003,"If the leopard is not kind, then the mouse is lazy.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ lazy))) (. .))","If it is kind, then it will be not the leopard."
10004,Dave is rough or Harry is not little.,(S (NP (NP (NNP Dave)) (VBZ is) (NP (ADJP (JJ rough)) (CC or) (NP (NNP Harry)))) (VP (VBZ is) (RB not) (NP (JJ little))) (. .)),"If it is little, then it will be not Dave is rough or Harry."
10005,the snake is tired or Charlie is not sad.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ tired)))) (CC or) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .)),"If it is not tired, then it will be not the snake."
10006,Alan is smart and Bob is not sad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .)),"If it is not smart, then it will be not Alan."
10007,the snake is beautiful.,(S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .)),"If it is not beautiful, then it will be not the snake."
10008,"If Alan is not short, then the tiger is awful.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is short, then it will be not Alan."
10009,the bald eagle is reckless and the rabbit is not tiny.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .)),"If it is not reckless, then it will be not the bald eagle."
10010,"If the leopard is sleepy, then the dog is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is not sleepy, then it will be not the leopard."
10011,"If Charlie is strong, then the squirrel is rough.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not strong, then it will be not Charlie."
10012,Anne is not quiet and the rabbit is not kind.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is quiet, then it will be not Anne."
10013,Alan is dull and Charlie is not little.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (NP (JJ little)))) (. .)),"If it is not dull, then it will be not Alan."
10014,the wolf is funny or the bear is not fierce.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ funny)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (. .)),"If it is not funny, then it will be not the wolf."
10015,Harry is not lazy or the rabbit is awful.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ awful)))) (. .)),"If it is lazy, then it will be not Harry."
10016,"If the wolf is not cute, then the tiger is clever.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is cute, then it will be not the wolf."
10017,the bald eagle is powerful and the leopard is not clever.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .)),"If it is not powerful, then it will be not the bald eagle."
10018,"If the lion is quiet, then the leopard is not lovely.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))","If it is not quiet, then it will be not the lion."
10019,"If the crocodile is sleepy, then the leopard is not rough.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is not sleepy, then it will be not the crocodile."
10020,Alan is fierce or Fiona is not wealthy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .)),"If it is not fierce, then it will be not Alan."
10021,"If Harry is not sleepy, then the dinosaur is clever.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is sleepy, then it will be not Harry."
10022,"If the cat is high, then the tiger is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is not high, then it will be not the cat."
10023,"If the wolf is rough, then Gary is short.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short))) (. .))","If it is not rough, then it will be not the wolf."
10024,the lion is little or the squirrel is not dull.,(S (NP (NP (DT the) (NN lion)) (VBZ is) (NP (NP (JJ little)) (CC or) (NP (DT the) (NN squirrel)))) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is dull, then it will be the lion is or the squirrel."
10025,"If Harry is not fierce, then the cat is not kind.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is fierce, then it will be not Harry."
10026,"If the bald eagle is cute, then Bob is not kind.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is not cute, then it will be not the bald eagle."
10027,"If the lion is not sad, then Erin is furry.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sad)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ furry))) (. .))","If it is sad, then it will be not the lion."
10028,"If Harry is not thin, then the crocodile is dull.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is thin, then it will be not Harry."
10029,"If the leopard is rough, then the lion is nice.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not rough, then it will be not the leopard."
10030,the bald eagle is not rough or the lion is not heavy.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .)),"If it is rough, then it will be not the bald eagle."
10031,Harry is not powerful or Harry is rough.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ powerful)) (CC or) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ rough))))) (. .)),"If it is powerful or Harry is rough, then it will be not Harry."
10032,the tiger is not rough or the snake is not short.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (NP (JJ rough)))) (CC or) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .)),"If it is rough, then it will be not the tiger."
