sentence1,label,sentence2
Bob is not quiet or Anne is rough.,0,"If it is Bob, then it will be Anne. "
the tiger is boring and the tiger is kind.,1,"If it is not boring, then it will be not the tiger."
"If the snake is round, then Bob is not big.",0,"If it is the snake, then it will be not round. "
"If the snake is round, then Bob is not big.",0,"If it is not the snake, then it will be round. "
Charlie is not strong or the tiger is slow.,0,
the cat is poor and the tiger is not lovely.,0,"If it is poor, then it will be the cat. "
"If Harry is not little, then Alan is nice.",1,"If it is little, then it will be not Harry."
"If Harry is not little, then Alan is nice.",1,"If it is little, then it will be not Harry."
the mouse is wealthy and the dinosaur is powerful.,0,
the mouse is wealthy and the dinosaur is powerful.,0,"If it is the mouse, then it will be not wealthy. "
Anne is not cute and the mouse is not wealthy.,1,"If it is cute, then it will be not Anne."
"If the crocodile is not dull, then Harry is reckless.",0,
"If the crocodile is not dull, then Harry is reckless.",0,"If it is not the crocodile, then it will be not dull. "
"If Harry is dull, then the dinosaur is sleepy.",0,"If it is dull, then it will be Harry. "
"If Harry is dull, then the dinosaur is sleepy.",0,
"If the rabbit is not rough, then the crocodile is heavy.",0,"If it is not rough, then it will be the rabbit. "
"If the rabbit is not rough, then the crocodile is heavy.",0,"If it is not rough, then it will be the rabbit. "
the leopard is not kind or the dog is reckless.,0,
the wolf is big and Alan is not poor.,0,"If it is not the wolf, then it will be big. "
"If Alan is huge, then the dinosaur is not powerful.",1,"If it is not huge, then it will be not Alan."
"If Alan is huge, then the dinosaur is not powerful.",1,"If it is not huge, then it will be not Alan."
Bob is tiny or the wolf is reckless.,0,"If it is tiny, then it will be Bob. "
"If Gary is tiny, then the mouse is boring.",0,"If it is Gary, then it will be not tiny. "
"If Gary is tiny, then the mouse is boring.",0,
"If Dave is not dull, then Harry is tiny.",0,"If it is not dull, then it will be Dave. "
"If Dave is not dull, then Harry is tiny.",0,"If it is not Dave, then it will be not dull. "
Anne is not powerful and the dog is angry.,1,"If it is powerful, then it will be not Anne."
the dinosaur is dull or Anne is angry.,0,"If it is dull, then it will be the dinosaur. "
the dinosaur is dull or Anne is angry.,0,
the dinosaur is dull or Anne is angry.,0,"If it is dull, then it will be the dinosaur. "
"If the tiger is not huge, then the lion is not small.",1,"If it is huge, then it will be not the tiger."
"If the tiger is not huge, then the lion is not small.",1,"If it is huge, then it will be not the tiger."
the squirrel is not clever and the wolf is not horrible.,0,"If it is not clever, then it will be the squirrel. "
Bob is thin and the rabbit is fierce.,0,
the snake is not smart or the leopard is not smart.,0,"If it is not smart, then it will be the snake. "
the rabbit is not awful and Bob is not rough.,0,"If it is not awful, then it will be the rabbit. "
Anne is round or Bob is not reckless.,1,"If it is not round, then it will be not Anne."
"If Fiona is sad, then the dinosaur is round.",1,"If it is not sad, then it will be not Fiona."
"If Fiona is sad, then the dinosaur is round.",1,"If it is not sad, then it will be not Fiona."
the bald eagle is not quiet or the crocodile is strong.,0,"If it is the bald eagle, then it will be quiet. "
"If the dog is wealthy, then the lion is bad.",0,"If it is wealthy, then it will be the dog. "
"If the dog is wealthy, then the lion is bad.",0,"If it is not the dog, then it will be wealthy. "
"If the lion is tiny, then the bear is not wealthy.",1,"If it is not tiny, then it will be not the lion."
"If the lion is tiny, then the bear is not wealthy.",1,"If it is not tiny, then it will be not the lion."
"If Bob is not big, then Dave is dull.",1,"If it is big, then it will be not Bob."
"If Bob is not big, then Dave is dull.",1,"If it is big, then it will be not Bob."
"If the mouse is high, then the dog is huge.",0,"If it is high, then it will be the mouse. "
"If the mouse is high, then the dog is huge.",0,
"If Anne is strong, then the bear is powerful.",1,"If it is not strong, then it will be not Anne."
"If Anne is strong, then the bear is powerful.",1,"If it is not strong, then it will be not Anne."
"If the crocodile is furry, then the rabbit is not thin.",0,"If it is furry, then it will be the crocodile. "
"If the crocodile is furry, then the rabbit is not thin.",0,
"If the leopard is lazy, then Erin is beautiful.",1,"If it is not lazy, then it will be not the leopard."
"If the leopard is lazy, then Erin is beautiful.",1,"If it is not lazy, then it will be not the leopard."
"If the leopard is lazy, then Erin is beautiful.",1,"If it is not lazy, then it will be not the leopard."
"If the leopard is lazy, then Erin is beautiful.",1,"If it is not lazy, then it will be not the leopard."
Charlie is furry and Harry is sleepy.,1,"If it is not furry, then it will be not Charlie."
"If Charlie is tiny, then the snake is not beautiful.",0,
"If Charlie is tiny, then the snake is not beautiful.",0,"If it is tiny, then it will be Charlie. "
the bald eagle is sad or the dinosaur is not furry.,0,"If it is the bald eagle, then it will be not sad. "
"If the crocodile is not heavy, then the dinosaur is not thin.",0,
"If the crocodile is not heavy, then the dinosaur is not thin.",0,"If it is not heavy, then it will be the crocodile. "
"If Anne is not kind, then the tiger is not clever.",0,"If it is not Anne, then it will be not kind. "
"If Anne is not kind, then the tiger is not clever.",0,"If it is Anne, then it will be kind. "
"If the tiger is not sad, then Gary is round.",0,"If it is not sad, then it will be the tiger. "
"If the tiger is not sad, then Gary is round.",0,
the bald eagle is beautiful.,0,
the bald eagle is beautiful.,0,
"If the rabbit is not huge, then the tiger is not huge.",0,"If it is not huge, then it will be the rabbit. "
Alan is not lovely or the bear is not clever.,1,"If it is lovely, then it will be not Alan."
Erin is not bad or Dave is angry.,1,"If it is Dave, then it will be not Erin."
"If Alan is not small, then the bald eagle is lazy.",1,"If it is small, then it will be not Alan."
"If Alan is not small, then the bald eagle is lazy.",1,"If it is small, then it will be not Alan."
"If Fiona is tiny, then Fiona is not lovely.",0,"If it is not Fiona, then it will be tiny. "
Anne is not rough or the crocodile is not high.,0,"If it is not rough, then it will be Anne. "
Charlie is sleepy and the snake is not quiet.,0,
"If Anne is not wealthy, then Bob is not funny.",1,"If it is wealthy, then it will be not Anne."
"If Anne is not wealthy, then Bob is not funny.",1,"If it is wealthy, then it will be not Anne."
"If the crocodile is not quiet, then Alan is not slow.",1,"If it is quiet, then it will be not the crocodile."
"If the crocodile is not quiet, then Alan is not slow.",1,"If it is quiet, then it will be not the crocodile."
"If the crocodile is not wealthy, then the tiger is huge.",0,
"If the rabbit is dull, then the crocodile is awful.",1,"If it is not dull, then it will be not the rabbit."
"If the rabbit is dull, then the crocodile is awful.",1,"If it is not dull, then it will be not the rabbit."
Erin is not huge or the cat is not nice.,1,"If it is huge, then it will be not Erin."
"If Charlie is smart, then the rabbit is not strong.",1,"If it is not smart, then it will be not Charlie."
"If Charlie is smart, then the rabbit is not strong.",1,"If it is not smart, then it will be not Charlie."
Dave is not powerful or the crocodile is not lazy.,1,"If it is powerful, then it will be not Dave."
Harry is not clever or Alan is clever.,0,
Harry is strong or the lion is reckless.,0,"If it is Harry, then it will be not strong. "
"If Gary is not kind, then the bear is round.",1,"If it is kind, then it will be not Gary."
"If Gary is not kind, then the bear is round.",1,"If it is kind, then it will be not Gary."
"If Gary is reckless, then the snake is not beautiful.",0,
"If Gary is reckless, then the snake is not beautiful.",0,"If it is reckless, then it will be Gary. "
"If the leopard is not nice, then the snake is fierce.",0,
"If the leopard is not nice, then the snake is fierce.",0,"If it is not nice, then it will be the leopard. "
"If the squirrel is thin, then the snake is not rough.",1,"If it is not thin, then it will be not the squirrel."
"If the squirrel is thin, then the snake is not rough.",1,"If it is not thin, then it will be not the squirrel."
Charlie is beautiful.,0,
the squirrel is beautiful and the rabbit is not dull.,1,"If it is not beautiful, then it will be not the squirrel."
"If Bob is not sleepy, then the bear is not tired.",1,"If it is sleepy, then it will be not Bob."
"If Bob is not sleepy, then the bear is not tired.",1,"If it is sleepy, then it will be not Bob."
"If the leopard is not fierce, then the squirrel is not dull.",0,"If it is not fierce, then it will be the leopard. "
"If the leopard is not fierce, then the squirrel is not dull.",0,
"If Bob is powerful, then the bald eagle is reckless.",0,"If it is powerful, then it will be Bob. "
"If Bob is powerful, then the bald eagle is reckless.",0,"If it is Bob, then it will be not powerful. "
"If Bob is powerful, then the bald eagle is reckless.",0,"If it is Bob, then it will be not powerful. "
"If the bear is dull, then the dog is reckless.",1,"If it is not dull, then it will be not the bear."
"If the bear is dull, then the dog is reckless.",1,"If it is not dull, then it will be not the bear."
Dave is not dull or Charlie is awful.,1,"If it is dull or Charlie is awful, then it will be not Dave."
Bob is not tired and Anne is tiny.,1,"If it is tired, then it will be not Bob."
"If Harry is huge, then the mouse is bad.",0,"If it is Harry, then it will be not huge. "
"If Harry is huge, then the mouse is bad.",0,"If it is not Harry, then it will be huge. "
"If the dog is not angry, then the rabbit is small.",0,"If it is not angry, then it will be the dog. "
"If the dog is not angry, then the rabbit is small.",0,"If it is not angry, then it will be the dog. "
the bear is kind and the lion is not thin.,1,"If it is not kind, then it will be not the bear."
"If the cat is not lovely, then the wolf is awful.",0,"If it is not the cat, then it will be not lovely. "
"If Dave is not short, then the lion is tiny.",0,"If it is Dave, then it will be short. "
"If Dave is not short, then the lion is tiny.",0,
the bear is not funny and the wolf is not awful.,0,
Erin is rough or the cat is not funny.,0,"If it is rough, then it will be Erin. "
"If Harry is not bad, then the snake is not sleepy.",1,"If it is bad, then it will be not Harry."
"If Harry is not bad, then the snake is not sleepy.",1,"If it is bad, then it will be not Harry."
"If the mouse is funny, then Dave is dull.",1,"If it is not funny, then it will be not the mouse."
"If the mouse is funny, then Dave is dull.",1,"If it is not funny, then it will be not the mouse."
